Source Name	Characteristics [Individual]	Term Source REF	Term Accession Number	Characteristics [Organism]	Term Source REF	Term Accession Number	Characteristics [OrganismPart]	Characteristics [Sex]	Term Source REF	Term Accession Number	Sample Name	Protocol REF	Parameter Value [Extracted product]	Parameter Value [Amplification]	Extract Name	Material Type	Protocol REF	Parameter Value [Amplification]	Parameter Value [Label used]	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Factor Value [exercise]	Factor Value [organism part]	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
S1RPre_188451SUB2533	S1	EFO	EFO_0002078	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	right vastus lateralis	male	EFO	EFO_0001266	S1RPre_188451SUB2533	P-MEXP-25949	total RNA	none	E_S1R_188451SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S1R_188451SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S1R_188451SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	pre-exercise	right vastus lateralis	H_S1R_188451SUB2533	H_Muscle_Hu_Hyper_1R_Pre.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
S1LAcu_188497SUB2533	S1	EFO	EFO_0002078	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	left vastus lateralis	male	EFO	EFO_0001266	S1LAcu_188497SUB2533	P-MEXP-25949	total RNA	none	E_S1LAcu_188497SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S1LAcu_188497SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S1LAcu_188497SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	acute exercise	left vastus lateralis	H_S1LAcu_188497SUB2533	H_Muscle_Hu_Hyper_S1_Pst_L.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
S8LPre_188464SUB2533	S8	  	  	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	left vastus lateralis	male	EFO	EFO_0001266	S8LPre_188464SUB2533	P-MEXP-25949	total RNA	none	E_S8L_188464SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S8L_188464SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S8L_188464SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	pre-exercise	left vastus lateralis	H_S8L_188464SUB2533	H_Muscle_Hu_Hyper_8L_Pre.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
S4RAcu_188504SUB2533	S4	  	  	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	right vastus lateralis	male	EFO	EFO_0001266	S4RAcu_188504SUB2533	P-MEXP-25949	total RNA	none	E_S4RAcu_188504SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S4RAcu_188504SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S4RAcu_188504SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	acute exercise	right vastus lateralis	H_S4RAcu_188504SUB2533	H_Muscle_Hu_Hyper_S4_Pst_R.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
S2LPre_188452SUB2533	S2	EFO	EFO_0001233	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	left vastus lateralis	male	EFO	EFO_0001266	S2LPre_188452SUB2533	P-MEXP-25949	total RNA	none	E_S2L_188452SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S2L_188452SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S2L_188452SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	pre-exercise	left vastus lateralis	H_S2L_188452SUB2533	H_Muscle_Hu_Hyper_2L_Pre.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
S5RPre_188459SUB2533	S5	  	  	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	right vastus lateralis	male	EFO	EFO_0001266	S5RPre_188459SUB2533	P-MEXP-25949	total RNA	none	E_S5R_188459SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S5R_188459SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S5R_188459SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	pre-exercise	right vastus lateralis	H_S5R_188459SUB2533	H_Muscle_Hu_Hyper_5R_Pre.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
S5RRes_188506SUB2533	S5	  	  	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	right vastus lateralis	male	EFO	EFO_0001266	S5RRes_188506SUB2533	P-MEXP-25949	total RNA	none	E_S5RRes_188506SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S5RRes_188506SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S5RRes_188506SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	resistance exercise	right vastus lateralis	H_S5RRes_188506SUB2533	H_Muscle_Hu_Hyper_S5_Pst_R.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
S2LRes_188499SUB2533	S2	EFO	EFO_0001233	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	left vastus lateralis	male	EFO	EFO_0001266	S2LRes_188499SUB2533	P-MEXP-25949	total RNA	none	E_S2LRes_188499SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S2LRes_188499SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S2LRes_188499SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	resistance exercise	left vastus lateralis	H_S2LRes_188499SUB2533	H_Muscle_Hu_Hyper_S2_Pst_L.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
S1LPre_188450SUB2533	S1	EFO	EFO_0002078	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	left vastus lateralis	male	EFO	EFO_0001266	S1LPre_188450SUB2533	P-MEXP-25949	total RNA	none	E_S1L_188450SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S1L_188450SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S1L_188450SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	pre-exercise	left vastus lateralis	H_S1L_188450SUB2533	H_Muscle_Hu_Hyper_1L_Pre.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
S5LPre_188458SUB2533	S5	  	  	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	left vastus lateralis	male	EFO	EFO_0001266	S5LPre_188458SUB2533	P-MEXP-25949	total RNA	none	E_S5L_188458SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S5L_188458SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S5L_188458SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	pre-exercise	left vastus lateralis	H_S5L_188458SUB2533	H_Muscle_Hu_Hyper_5L_Pre.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
S1RRes_188498SUB2533	S1	EFO	EFO_0002078	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	right vastus lateralis	male	EFO	EFO_0001266	S1RRes_188498SUB2533	P-MEXP-25949	total RNA	none	E_S1RRes_188498SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S1RRes_188498SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S1RRes_188498SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	resistance exercise	right vastus lateralis	H_S1RRes_188498SUB2533	H_Muscle_Hu_Hyper_S1_Pst_R.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
S6LRes_188507SUB2533	S6	  	  	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	left vastus lateralis	male	EFO	EFO_0001266	S6LRes_188507SUB2533	P-MEXP-25949	total RNA	none	E_S6LRes_188507SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S6LRes_188507SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S6LRes_188507SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	resistance exercise	left vastus lateralis	H_S6LRes_188507SUB2533	H_Muscle_Hu_Hyper_S6_Pst_L.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
S4RPre_188457SUB2533	S4	  	  	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	right vastus lateralis	male	EFO	EFO_0001266	S4RPre_188457SUB2533	P-MEXP-25949	total RNA	none	E_S4R_188457SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S4R_188457SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S4R_188457SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	pre-exercise	right vastus lateralis	H_S4R_188457SUB2533	H_Muscle_Hu_Hyper_4R_Pre.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
S6RPre_188461SUB2533	S6	  	  	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	right vastus lateralis	male	EFO	EFO_0001266	S6RPre_188461SUB2533	P-MEXP-25949	total RNA	none	E_S6R_188461SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S6R_188461SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S6R_188461SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	pre-exercise	right vastus lateralis	H_S6R_188461SUB2533	H_Muscle_Hu_Hyper_6R_Pre.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
S6RAcu_188508SUB2533	S6	  	  	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	right vastus lateralis	male	EFO	EFO_0001266	S6RAcu_188508SUB2533	P-MEXP-25949	total RNA	none	E_S6RAcu_188508SUB2533	total_RNA	P-MEXP-25950	RNA polymerases	biotin	L_S6RAcu_188508SUB2533	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	H_S6RAcu_188508SUB2533	A-AFFY-1	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-1	P-AFFY-6	acute exercise	right vastus lateralis	H_S6RAcu_188508SUB2533	H_Muscle_Hu_Hyper_S6_Pst_R.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-MEXP-740-processed-data-1343525590.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-740/E-MEXP-740.processed.1.zip
